,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,address,latitude,longitude
8293,527,ANG MO KIO AVE 10,1,2004,N,N,Y,N,N,N,0,527 ANG MO KIO AVE 10,1.372772093,103.854458
8300,527,PASIR RIS ST 51,1,2015,N,N,N,N,N,Y,0,527 PASIR RIS ST 51,1.368227162,103.94769
8303,527A,CHOA CHU KANG ST 51,4,1993,N,N,N,N,Y,N,0,527A CHOA CHU KANG ST 51,1.392290894,103.7410706
8305,527A,WOODLANDS DR 14,6,1997,N,N,N,N,Y,N,0,527A WOODLANDS DR 14,1.431989664,103.7925793
8309,528,ANG MO KIO AVE 10,3,1980,N,Y,N,Y,N,N,0,528 ANG MO KIO AVE 10,1.372597807,103.8548782
8316,528,PASIR RIS ST 51,1,2015,N,N,N,N,N,Y,0,528 PASIR RIS ST 51,1.370722266,103.9484317
8328,529,PASIR RIS DR 1,1,2015,N,N,N,N,N,Y,0,529 PASIR RIS DR 1,1.371312587,103.9501225
8331,529A,JELAPANG RD,5,1997,N,N,N,N,Y,N,0,529A JELAPANG RD,1.38547806,103.7646455
8341,53,MARINE TER,16,1974,Y,N,N,Y,N,N,270,53 MARINE TER,1.305140307,103.9163365
8346,53,STRATHMORE AVE,43,2019,Y,N,N,N,N,N,247,53 STRATHMORE AVE,1.292778586,103.808446
8349,53A,STRATHMORE AVE,5,2004,N,N,N,Y,Y,N,0,53A STRATHMORE AVE,1.293335605,103.8076139
8350,53B,STRATHMORE AVE,2,2020,N,Y,N,Y,N,N,0,53B STRATHMORE AVE,1.29270309,103.8080683
